,n,event_rate_up,event_rate_down,mean_p_up_30d,mean_p_down_30d,mean_p_no_hit_30d,sum_prob_le_1_rate,brier_up,brier_down,ece_up,ece_down,top_decile_hit_up,top_decile_lift_up,top_decile_hit_down,top_decile_lift_down,td_auc_up_30d,td_auc_down_30d,uno_c_up,uno_c_down,acc_3class,macro_f1_3class,ibs_up,ibs_down,ibs_overall,brier_up_30d,brier_down_30d,brier_overall_30d,td_auc_up_mean,td_auc_down_mean
test,162688.0,0.2801005605822187,0.24714791502753738,0.4613167345523834,0.44728103280067444,0.09140229225158691,1.0,0.21958302038167707,0.23319652940376712,0.18122224406742055,0.2013058845147221,0.501536759282026,1.7905596412928582,0.1932013769363167,0.7817236771541854,0.6780213430829194,0.4333574985110086,0.6946186244491557,0.4089279488903729,0.2869910503540519,0.24769503150610794,0.14563553657431422,0.15516428824973189,0.5556380783363547,0.21958302038167707,0.23319652940376712,0.8282953667101521,0.7228429852709028,0.5392966971461741
