,n,event_rate_up,event_rate_down,mean_p_up_30d,mean_p_down_30d,mean_p_no_hit_30d,sum_prob_le_1_rate,brier_up,brier_down,brier_overall,ece_up,ece_down,top_decile_hit_up,top_decile_lift_up,top_decile_hit_down,top_decile_lift_down,td_auc_up_30d,td_auc_down_30d,uno_c_up,uno_c_down,acc_3class,macro_f1_3class,ibs_up,ibs_down,ibs_overall,td_auc_up_mean,td_auc_down_mean
test,162688.0,0.2801005605822187,0.24714791502753738,0.37008128796080936,0.24576367989253206,0.40476160982584436,0.9083153029110936,0.19169289568607784,0.18920212397999914,0.5982272953067653,0.0899807273785907,0.041588732520402245,0.5320260634374232,1.89941091989088,0.32425620850749937,1.311992490292182,0.697170638029767,0.5813191734869599,0.7131201034276978,0.6186332653345258,0.5297379032258065,0.3989636969853116,0.10550271180975432,0.10824276130583188,0.359656048019037,0.7482209816285504,0.6337115469546049
